actionDate,partnerId,transactionType,totalAmount,counts
2024-01-26,partner_22,refund,39.92,1
2024-01-26,partner_24,purchase,65.62,2
2024-01-26,partner_25,purchase,26.19,1
2024-01-26,partner_27,refund,84.93,1
2024-01-26,partner_33,subscription,42.26,1
2024-01-26,partner_36,subscription,41.39,1
2024-01-26,partner_37,purchase,169.61,1
2024-01-26,partner_43,purchase,114.45,1
2024-01-26,partner_45,purchase,154.48,1
2024-01-26,partner_46,refund,164.9,1
2024-01-26,partner_47,subscription,154.53,1
2024-01-26,partner_49,purchase,935.11,1
2024-01-26,partner_5,refund,85.61,1
2024-01-26,partner_6,refund,325.98,2
2024-01-27,partner_11,refund,156.8,1
2024-01-27,partner_15,purchase,124.79,1
2024-01-27,partner_18,refund,85.01,1
2024-01-27,partner_2,refund,18.43,1
2024-01-27,partner_23,refund,116.17,1
2024-01-27,partner_27,refund,45.33,1
2024-01-27,partner_3,purchase,78.18,1
2024-01-27,partner_4,subscription,165.69,1
2024-01-27,partner_41,subscription,88.54,1
2024-01-27,partner_43,subscription,29.86,1
2024-01-27,partner_45,refund,836.1,1
2024-01-27,partner_49,subscription,21.49,1
2024-01-28,partner_12,purchase,67.36,1
2024-01-28,partner_19,purchase,677.4,1
2024-01-28,partner_2,subscription,135.73,1
2024-01-28,partner_21,refund,32.2,1
2024-01-28,partner_21,subscription,167.17,1
2024-01-28,partner_26,subscription,73.92,1
2024-01-28,partner_28,refund,39.0,1
2024-01-28,partner_3,refund,245.35,2
2024-01-28,partner_31,subscription,128.24,1
2024-01-28,partner_35,purchase,186.96,1
2024-01-28,partner_37,refund,170.32,1
2024-01-28,partner_38,subscription,36.29,1
2024-01-28,partner_41,subscription,88.54,1
2024-01-28,partner_45,subscription,180.11,1
2024-01-29,partner_19,purchase,38.53,1
2024-01-29,partner_19,subscription,86.01,1
2024-01-29,partner_21,refund,36.12,1
2024-01-29,partner_23,refund,148.81,1
2024-01-29,partner_26,subscription,42.45,1
2024-01-29,partner_29,purchase,937.36,1
2024-01-29,partner_41,subscription,71.04,2
2024-01-29,partner_43,subscription,34.99,1
2024-01-29,partner_46,purchase,142.57,1
2024-01-29,partner_48,subscription,192.43,1
2024-01-29,partner_7,subscription,109.15,1
2024-01-30,partner_11,refund,63.89,1
2024-01-30,partner_15,subscription,940.28,1
2024-01-30,partner_21,purchase,134.15,1
2024-01-30,partner_26,subscription,123.42,2
2024-01-30,partner_30,purchase,195.94,1
2024-01-30,partner_38,subscription,729.75,1
2024-01-30,partner_39,subscription,11.22,1
2024-01-30,partner_44,purchase,119.57,1
2024-01-30,partner_46,subscription,179.27,1
2024-01-30,partner_48,refund,12.62,1
2024-01-30,partner_9,subscription,688.02,1
2024-01-31,partner_11,purchase,43.87,1
2024-01-31,partner_22,refund,185.13,1
2024-01-31,partner_26,refund,164.97,1
2024-01-31,partner_27,purchase,153.31,2
2024-01-31,partner_27,refund,43.22,1
2024-01-31,partner_28,refund,800.39,1
2024-01-31,partner_29,purchase,29.05,1
2024-01-31,partner_35,refund,21.47,1
2024-01-31,partner_39,subscription,54.73,1
2024-02-01,partner_13,subscription,35.4,1
2024-02-01,partner_14,subscription,187.16,1
2024-02-01,partner_25,refund,42.6,1
2024-02-01,partner_26,purchase,32.52,1
2024-02-01,partner_31,refund,121.21,1
2024-02-01,partner_33,subscription,70.55,1
2024-02-01,partner_36,refund,40.21,1
2024-02-01,partner_38,purchase,69.97,1
2024-02-01,partner_38,refund,126.94,1
2024-02-01,partner_4,purchase,96.24,1
2024-02-01,partner_40,subscription,44.78,1
2024-02-01,partner_44,subscription,124.33,1
2024-02-01,partner_45,purchase,49.83,1
2024-02-01,partner_46,refund,137.04,1
2024-02-01,partner_47,purchase,197.59,1
2024-02-01,partner_49,subscription,106.36,1
2024-02-01,partner_50,refund,119.97,1
2024-02-01,partner_7,subscription,154.41,1
2024-02-02,partner_11,refund,68.31,1
2024-02-02,partner_16,purchase,14.39,1
2024-02-02,partner_16,refund,66.07,1
2024-02-02,partner_22,refund,43.15,1
2024-02-02,partner_28,refund,39.0,1
2024-02-02,partner_32,refund,47.17,1
2024-02-02,partner_33,subscription,98.96,1
2024-02-02,partner_38,purchase,23.11,1
2024-02-02,partner_4,subscription,128.52,1
2024-02-02,partner_44,refund,98.46,1
2024-02-02,partner_50,purchase,176.84,1
2024-02-02,partner_7,refund,77.26,1
2024-02-03,partner_1,purchase,777.06,1
2024-02-03,partner_12,purchase,61.35,1
2024-02-03,partner_13,purchase,117.33,1
2024-02-03,partner_15,purchase,125.1,1
2024-02-03,partner_19,subscription,35.53,1
2024-02-03,partner_2,purchase,45.51,1
2024-02-03,partner_20,refund,196.74,1
2024-02-03,partner_22,purchase,159.07,1
2024-02-03,partner_27,purchase,60.1,1
2024-02-03,partner_39,subscription,28.26,1
2024-02-03,partner_6,refund,41.7,1
2024-02-03,partner_9,refund,313.75,2
2024-02-04,partner_14,purchase,139.21,1
2024-02-04,partner_18,refund,168.87,1
2024-02-04,partner_35,refund,46.0,1
2024-02-04,partner_36,refund,40.21,1
2024-02-04,partner_39,refund,162.58,1
2024-02-04,partner_4,purchase,96.24,1
2024-02-04,partner_41,refund,897.52,1
2024-02-04,partner_43,subscription,34.99,1
2024-02-04,partner_46,purchase,134.97,1
2024-02-04,partner_48,refund,125.1,1
2024-02-05,partner_20,refund,81.51,1
2024-02-05,partner_21,subscription,59.14,1
2024-02-05,partner_22,purchase,35.09,1
2024-02-05,partner_24,refund,38.12,1
2024-02-05,partner_27,purchase,278.77,2
2024-02-05,partner_28,purchase,190.69,1
2024-02-05,partner_29,purchase,937.36,1
2024-02-05,partner_33,purchase,161.09,1
2024-02-05,partner_35,subscription,119.09,1
2024-02-05,partner_36,subscription,41.39,1
2024-02-05,partner_37,purchase,102.25,1
2024-02-05,partner_39,refund,128.38,1
2024-02-05,partner_40,subscription,856.94,1
2024-02-05,partner_42,refund,139.59,1
2024-02-05,partner_44,refund,98.46,1
2024-02-05,partner_45,subscription,164.75,1
2024-02-05,partner_7,subscription,159.48,1
2024-02-06,partner_12,refund,126.82,1
2024-02-06,partner_16,purchase,200.95,2
2024-02-06,partner_19,subscription,32.73,1
2024-02-06,partner_21,refund,804.04,1
2024-02-06,partner_22,refund,185.13,1
2024-02-06,partner_27,refund,78.35,1
2024-02-06,partner_3,subscription,183.18,1
2024-02-06,partner_30,subscription,199.08,1
2024-02-06,partner_31,purchase,10.13,1
2024-02-06,partner_38,refund,126.94,1
2024-02-06,partner_40,refund,152.32,1
2024-02-06,partner_43,refund,19.89,1
2024-02-07,partner_1,purchase,48.77,1
2024-02-07,partner_14,refund,60.96,1
2024-02-07,partner_17,refund,825.87,1
2024-02-07,partner_2,purchase,44.02,1
2024-02-07,partner_24,subscription,121.0,1
2024-02-07,partner_27,refund,84.93,1
2024-02-07,partner_27,subscription,83.03,1
2024-02-07,partner_29,purchase,183.86,1
2024-02-07,partner_41,purchase,173.57,1
2024-02-07,partner_47,subscription,735.68,1
2024-02-07,partner_49,refund,954.28,1
2024-02-08,partner_10,subscription,24.93,1
2024-02-08,partner_11,refund,63.89,1
2024-02-08,partner_17,refund,151.07,1
2024-02-08,partner_24,subscription,195.03,1
2024-02-08,partner_33,purchase,161.09,1
2024-02-08,partner_34,refund,670.04,1
2024-02-08,partner_40,subscription,856.94,1
2024-02-08,partner_44,subscription,168.16,1
2024-02-08,partner_45,refund,188.39,1
2024-02-08,partner_46,subscription,140.95,1
2024-02-08,partner_7,subscription,221.88,2
2024-02-08,partner_8,subscription,12.86,1
2024-02-09,partner_1,purchase,48.77,1
2024-02-09,partner_24,subscription,33.04,1
2024-02-09,partner_3,subscription,116.89,1
2024-02-09,partner_30,refund,143.38,1
2024-02-09,partner_34,refund,98.66,1
2024-02-09,partner_40,subscription,122.81,1
2024-02-09,partner_41,refund,92.6,1
2024-02-09,partner_45,purchase,154.48,1
2024-02-09,partner_45,refund,17.94,1
2024-02-09,partner_46,purchase,199.68,1
2024-02-09,partner_48,refund,12.62,1
2024-02-09,partner_7,refund,77.26,1
2024-02-10,partner_11,subscription,124.11,1
2024-02-10,partner_15,purchase,79.46,1
2024-02-10,partner_21,refund,59.55,1
2024-02-10,partner_26,subscription,126.37,1
2024-02-10,partner_27,purchase,106.01,1
2024-02-10,partner_3,subscription,952.65,1
2024-02-10,partner_32,subscription,39.46,1
2024-02-10,partner_34,subscription,116.32,2
2024-02-10,partner_46,purchase,157.13,1
2024-02-10,partner_47,purchase,50.93,1
2024-02-10,partner_47,subscription,92.98,1
2024-02-11,partner_1,refund,347.64,2
2024-02-11,partner_10,refund,171.51,1
2024-02-11,partner_13,refund,190.26,1
2024-02-11,partner_14,refund,795.78,1
2024-02-11,partner_20,refund,54.85,1
2024-02-11,partner_25,purchase,139.38,1
2024-02-11,partner_30,purchase,15.18,1
2024-02-11,partner_30,subscription,199.08,1
2024-02-11,partner_5,subscription,50.87,1
2024-02-11,partner_7,subscription,226.95,2
2024-02-11,partner_9,purchase,511.33,1
2024-02-12,partner_1,purchase,48.77,1
2024-02-12,partner_11,purchase,182.01,1
2024-02-12,partner_12,refund,692.41,1
2024-02-12,partner_14,refund,72.46,1
2024-02-12,partner_18,refund,19.34,1
2024-02-12,partner_22,refund,43.15,1
2024-02-12,partner_25,subscription,197.24,1
2024-02-12,partner_43,subscription,64.85,2
2024-02-12,partner_45,purchase,99.66,2
2024-02-12,partner_45,subscription,22.69,1
2024-02-12,partner_47,subscription,86.68,1
2024-02-12,partner_6,refund,218.0,2
2024-02-13,partner_11,purchase,74.72,1
2024-02-13,partner_19,subscription,86.01,1
2024-02-13,partner_22,refund,39.88,1
2024-02-13,partner_26,purchase,32.52,1
2024-02-13,partner_26,subscription,789.5,1
2024-02-13,partner_3,purchase,27.1,1
2024-02-13,partner_32,subscription,931.8,1
2024-02-13,partner_40,refund,19.2,1
2024-02-13,partner_45,purchase,911.61,1
2024-02-13,partner_45,refund,188.39,1
2024-02-13,partner_45,subscription,94.43,1
2024-02-13,partner_5,refund,85.61,1
2024-02-13,partner_50,purchase,107.41,3
2024-02-13,partner_9,purchase,103.64,1
2024-02-14,partner_14,purchase,139.21,1
2024-02-14,partner_26,purchase,164.06,1
2024-02-14,partner_26,subscription,42.45,1
2024-02-14,partner_27,refund,139.77,1
2024-02-14,partner_32,purchase,181.63,1
2024-02-14,partner_34,refund,98.66,1
2024-02-14,partner_35,subscription,838.28,1
2024-02-14,partner_37,purchase,106.08,1
2024-02-14,partner_43,purchase,140.78,1
2024-02-14,partner_47,subscription,90.97,3
2024-02-14,partner_6,refund,57.27,1
2024-02-15,partner_2,subscription,73.01,1
2024-02-15,partner_28,purchase,23.74,1
2024-02-15,partner_28,subscription,155.83,1
2024-02-15,partner_33,purchase,148.91,1
2024-02-15,partner_43,purchase,114.45,1
2024-02-15,partner_44,refund,179.78,1
2024-02-15,partner_48,refund,195.33,1
2024-02-16,partner_10,subscription,104.88,1
2024-02-16,partner_18,refund,140.41,1
2024-02-16,partner_18,subscription,97.2,1
2024-02-16,partner_19,refund,42.99,1
2024-02-16,partner_19,subscription,39.53,1
2024-02-16,partner_2,subscription,135.73,1
2024-02-16,partner_22,purchase,35.09,1
2024-02-16,partner_25,refund,35.33,1
2024-02-16,partner_27,refund,45.33,1
2024-02-16,partner_31,subscription,11.36,1
2024-02-16,partner_42,refund,26.18,1
2024-02-16,partner_45,refund,69.52,1
2024-02-16,partner_46,refund,137.04,1
2024-02-16,partner_5,subscription,50.87,1
2024-02-16,partner_8,purchase,83.69,1
2024-02-17,partner_1,purchase,181.96,1
2024-02-17,partner_10,subscription,115.91,1
2024-02-17,partner_18,subscription,97.2,1
2024-02-17,partner_20,subscription,816.27,1
2024-02-17,partner_24,purchase,20.38,1
2024-02-17,partner_25,purchase,26.19,1
2024-02-17,partner_31,subscription,11.36,1
2024-02-17,partner_34,purchase,17.78,1
2024-02-17,partner_35,purchase,51.85,1
2024-02-17,partner_40,refund,192.38,1
2024-02-17,partner_44,refund,127.83,1
2024-02-17,partner_45,subscription,22.69,1
2024-02-17,partner_47,subscription,92.98,1
2024-02-17,partner_49,refund,806.08,1
2024-02-18,partner_15,subscription,804.1,1
2024-02-18,partner_17,refund,151.07,1
2024-02-18,partner_20,refund,34.72,1
2024-02-18,partner_29,refund,23.57,1
2024-02-18,partner_38,subscription,95.24,1
2024-02-18,partner_4,subscription,165.69,1
2024-02-18,partner_43,subscription,29.86,1
2024-02-18,partner_44,purchase,832.18,1
2024-02-18,partner_47,refund,121.2,1
2024-02-18,partner_48,refund,12.62,1
2024-02-18,partner_6,refund,55.01,1
2024-02-19,partner_11,subscription,184.41,1
2024-02-19,partner_18,refund,43.06,1
2024-02-19,partner_2,purchase,51.86,1
2024-02-19,partner_22,refund,43.15,1
2024-02-19,partner_23,purchase,44.84,1
2024-02-19,partner_23,subscription,180.95,1
2024-02-19,partner_24,subscription,153.35,1
2024-02-19,partner_28,purchase,190.69,1
2024-02-19,partner_33,subscription,632.2,1
2024-02-19,partner_35,purchase,111.3,1
2024-02-19,partner_35,subscription,838.28,1
2024-02-19,partner_40,subscription,181.94,1
2024-02-19,partner_41,purchase,45.76,1
2024-02-19,partner_44,refund,219.76,2
2024-02-19,partner_46,subscription,798.09,1
2024-02-19,partner_50,purchase,102.81,1
2024-02-19,partner_6,subscription,79.5,1
2024-02-19,partner_7,subscription,33.28,1
2024-02-20,partner_17,purchase,18.4,1
2024-02-20,partner_17,subscription,897.84,1
2024-02-20,partner_19,subscription,32.73,1
2024-02-20,partner_22,refund,39.92,1
2024-02-20,partner_25,refund,35.33,1
2024-02-20,partner_26,subscription,42.45,1
2024-02-20,partner_3,subscription,183.18,1
2024-02-20,partner_4,purchase,101.35,1
2024-02-20,partner_4,subscription,92.01,1
2024-02-20,partner_40,refund,19.2,1
2024-02-20,partner_44,subscription,143.88,2
2024-02-20,partner_45,subscription,180.11,1
2024-02-20,partner_46,subscription,111.36,1
2024-02-20,partner_47,refund,159.03,2
2024-02-20,partner_50,purchase,79.75,1
2024-02-21,partner_18,subscription,97.2,1
2024-02-21,partner_19,purchase,59.15,1
2024-02-21,partner_2,purchase,45.51,1
2024-02-21,partner_24,purchase,33.84,1
2024-02-21,partner_31,subscription,53.36,1
2024-02-21,partner_34,refund,23.22,1
2024-02-21,partner_37,purchase,38.52,1
2024-02-21,partner_47,purchase,22.26,1
2024-02-22,partner_10,subscription,23.67,1
2024-02-22,partner_13,purchase,121.15,1
2024-02-22,partner_17,purchase,18.4,1
2024-02-22,partner_23,purchase,112.94,1
2024-02-22,partner_25,refund,198.15,1
2024-02-22,partner_32,purchase,172.82,1
2024-02-22,partner_32,subscription,158.19,1
2024-02-22,partner_46,refund,595.2,1
2024-02-22,partner_47,purchase,194.69,1
2024-02-22,partner_48,subscription,83.76,1
2024-02-22,partner_49,refund,59.95,1
2024-02-22,partner_9,purchase,511.33,1
2024-02-23,partner_12,purchase,61.35,1
2024-02-23,partner_15,refund,137.95,1
2024-02-23,partner_19,purchase,38.53,1
2024-02-23,partner_23,purchase,112.94,1
2024-02-23,partner_23,refund,94.51,1
2024-02-23,partner_30,refund,38.66,1
2024-02-23,partner_30,subscription,29.95,1
2024-02-23,partner_37,subscription,136.16,1
2024-02-23,partner_38,purchase,52.76,1
2024-02-23,partner_40,subscription,44.78,1
2024-02-23,partner_44,purchase,95.34,1
2024-02-23,partner_47,subscription,63.36,1
2024-02-23,partner_48,purchase,140.06,2
2024-02-24,partner_19,refund,28.78,1
2024-02-24,partner_20,purchase,15.15,1
2024-02-24,partner_20,refund,31.16,1
2024-02-24,partner_23,refund,38.91,1
2024-02-24,partner_29,subscription,85.28,1
2024-02-24,partner_33,purchase,161.09,1
2024-02-24,partner_33,subscription,70.13,1
2024-02-24,partner_34,purchase,39.96,1
2024-02-24,partner_34,refund,48.41,1
2024-02-24,partner_39,subscription,54.73,1
2024-02-24,partner_4,subscription,81.62,1
2024-02-24,partner_46,subscription,140.95,1
2024-02-24,partner_6,refund,60.73,1
2024-02-24,partner_8,subscription,149.28,1
2024-02-25,partner_1,refund,149.71,1
2024-02-25,partner_19,subscription,86.01,1
2024-02-25,partner_2,subscription,135.73,1
2024-02-25,partner_21,refund,32.2,1
2024-02-25,partner_29,purchase,522.75,1
2024-02-25,partner_29,refund,116.85,1
2024-02-25,partner_3,purchase,27.1,1
2024-02-25,partner_30,refund,38.66,1
2024-02-25,partner_31,refund,146.61,1
2024-02-25,partner_38,subscription,149.2,1
2024-02-25,partner_41,refund,28.76,1
2024-02-25,partner_44,subscription,260.15,2
2024-02-25,partner_46,refund,190.25,1
2024-02-25,partner_46,subscription,798.09,1
2024-02-25,partner_6,purchase,127.92,1
2024-02-25,partner_7,purchase,148.83,1
2024-02-25,partner_8,refund,82.0,1
2024-02-26,partner_11,purchase,182.01,1
2024-02-26,partner_11,subscription,20.13,1
2024-02-26,partner_13,refund,38.86,1
2024-02-26,partner_14,subscription,187.16,1
2024-02-26,partner_17,refund,151.07,1
2024-02-26,partner_21,subscription,34.12,1
2024-02-26,partner_22,purchase,35.09,1
2024-02-26,partner_22,refund,39.88,1
2024-02-26,partner_4,refund,26.86,1
2024-02-26,partner_7,purchase,148.83,1
2024-02-26,partner_8,purchase,147.72,1
2024-02-27,partner_10,subscription,147.91,1
2024-02-27,partner_24,subscription,734.03,1
2024-02-27,partner_29,refund,685.9,1
2024-02-27,partner_3,purchase,908.65,1
2024-02-27,partner_30,refund,38.66,1
2024-02-27,partner_32,subscription,279.18,2
2024-02-27,partner_33,refund,104.16,1
2024-02-27,partner_34,subscription,62.7,1
2024-02-27,partner_36,refund,40.21,1
2024-02-27,partner_39,subscription,28.26,1
2024-02-27,partner_44,purchase,974.98,1
2024-02-27,partner_44,refund,109.88,1
2024-02-27,partner_45,purchase,56.44,1
2024-02-27,partner_49,subscription,35.71,1
2024-02-28,partner_10,purchase,195.45,1
2024-02-28,partner_11,purchase,53.75,1
2024-02-28,partner_13,refund,124.69,1
2024-02-28,partner_20,subscription,117.34,1
2024-02-28,partner_23,refund,69.42,1
2024-02-28,partner_25,purchase,139.38,1
2024-02-28,partner_26,purchase,32.52,1
2024-02-28,partner_39,refund,21.05,1
2024-02-28,partner_42,purchase,60.43,1
2024-02-28,partner_43,purchase,194.83,1
2024-02-28,partner_44,purchase,119.57,1
2024-02-28,partner_47,subscription,28.98,1
2024-02-28,partner_49,purchase,93.25,1
2024-02-28,partner_49,refund,184.79,1
2024-02-28,partner_9,refund,86.78,1
2024-02-29,partner_21,subscription,34.12,1
2024-02-29,partner_27,purchase,179.96,1
2024-02-29,partner_28,purchase,190.69,1
2024-02-29,partner_29,refund,151.2,1
2024-02-29,partner_37,refund,192.33,1
2024-02-29,partner_44,refund,156.98,1
2024-02-29,partner_46,purchase,129.93,1
2024-02-29,partner_9,refund,69.54,1
2024-03-01,partner_17,purchase,18.4,1
2024-03-01,partner_20,subscription,148.93,1
2024-03-01,partner_21,refund,37.57,1
2024-03-01,partner_26,subscription,13.7,1
2024-03-01,partner_3,subscription,917.67,1
2024-03-01,partner_38,purchase,23.11,1
2024-03-01,partner_38,refund,126.94,1
2024-03-01,partner_42,purchase,183.2,1
2024-03-01,partner_43,subscription,165.11,1
2024-03-01,partner_46,refund,190.25,1
2024-03-01,partner_47,refund,121.2,1
2024-03-01,partner_5,refund,110.05,1
2024-03-01,partner_6,subscription,791.69,1
2024-03-02,partner_10,subscription,46.85,1
