userSerial,partnerId,transactionType,amount,time,segment,actionDate
user_60,partner_49,purchase,93.25,2024-02-28 12:43:48.976465,Occasional Buyers,2024-02-28
user_441,partner_11,refund,156.8,2024-05-03 12:43:48.976465,Occasional Buyers,2024-05-03
user_441,partner_11,refund,156.8,2024-09-05 12:43:48.976465,Occasional Buyers,2024-09-05
user_441,partner_11,refund,156.8,2024-09-10 12:43:48.976465,Occasional Buyers,2024-09-10
user_441,partner_11,refund,156.8,2024-01-27 12:43:48.976465,Occasional Buyers,2024-01-27
user_441,partner_11,refund,156.8,2024-11-17 12:43:48.976465,Occasional Buyers,2024-11-17
user_441,partner_11,refund,156.8,2024-07-11 12:43:48.976465,Occasional Buyers,2024-07-11
user_499,partner_7,subscription,182.25,2024-06-02 12:43:48.976465,Occasional Buyers,2024-06-02
user_499,partner_7,subscription,182.25,2024-06-29 12:43:48.976465,Occasional Buyers,2024-06-29
user_499,partner_7,subscription,182.25,2024-08-12 12:43:48.976465,Occasional Buyers,2024-08-12
user_312,partner_23,purchase,25.01,2024-08-07 12:43:48.976465,Budget-Conscious,2024-08-07
user_312,partner_23,purchase,25.01,2024-08-15 12:43:48.976465,Budget-Conscious,2024-08-15
user_312,partner_23,purchase,25.01,2024-01-19 12:43:48.976465,Budget-Conscious,2024-01-19
user_312,partner_23,purchase,25.01,2024-12-06 12:43:48.976465,Budget-Conscious,2024-12-06
user_312,partner_23,purchase,25.01,2024-01-11 12:43:48.976465,Budget-Conscious,2024-01-11
user_312,partner_23,purchase,25.01,2024-03-07 12:43:48.976465,Budget-Conscious,2024-03-07
user_312,partner_23,purchase,25.01,2024-05-13 12:43:48.976465,Budget-Conscious,2024-05-13
user_312,partner_23,purchase,25.01,2024-09-09 12:43:48.976465,Budget-Conscious,2024-09-09
user_65,partner_5,purchase,120.91,2024-05-30 12:43:48.976465,Occasional Buyers,2024-05-30
user_65,partner_5,purchase,120.91,2024-05-12 12:43:48.976465,Occasional Buyers,2024-05-12
user_65,partner_5,purchase,120.91,2024-06-09 12:43:48.976465,Occasional Buyers,2024-06-09
user_65,partner_5,purchase,120.91,2024-08-22 12:43:48.976465,Occasional Buyers,2024-08-22
user_65,partner_5,purchase,120.91,2024-06-17 12:43:48.976465,Occasional Buyers,2024-06-17
user_65,partner_5,purchase,120.91,2024-08-27 12:43:48.976465,Occasional Buyers,2024-08-27
user_179,partner_39,purchase,33.92,2024-04-09 12:43:48.976465,Budget-Conscious,2024-04-09
user_179,partner_39,purchase,33.92,2024-03-08 12:43:48.976465,Budget-Conscious,2024-03-08
user_179,partner_39,purchase,33.92,2024-06-14 12:43:48.976465,Budget-Conscious,2024-06-14
user_179,partner_39,purchase,33.92,2024-07-10 12:43:48.976465,Budget-Conscious,2024-07-10
user_179,partner_39,purchase,33.92,2024-08-15 12:43:48.976465,Budget-Conscious,2024-08-15
user_179,partner_39,purchase,33.92,2024-05-28 12:43:48.976465,Budget-Conscious,2024-05-28
user_175,partner_14,refund,72.46,2024-06-15 12:43:48.976465,Occasional Buyers,2024-06-15
user_175,partner_14,refund,72.46,2024-09-19 12:43:48.976465,Occasional Buyers,2024-09-19
user_175,partner_14,refund,72.46,2024-04-29 12:43:48.976465,Occasional Buyers,2024-04-29
user_175,partner_14,refund,72.46,2025-01-03 12:43:48.976465,Occasional Buyers,2025-01-03
user_175,partner_14,refund,72.46,2024-02-12 12:43:48.976465,Occasional Buyers,2024-02-12
user_175,partner_14,refund,72.46,2024-04-26 12:43:48.976465,Occasional Buyers,2024-04-26
user_297,partner_10,subscription,115.91,2024-07-09 12:43:48.976465,Occasional Buyers,2024-07-09
user_297,partner_10,subscription,115.91,2024-02-17 12:43:48.976465,Occasional Buyers,2024-02-17
user_297,partner_10,subscription,115.91,2024-07-15 12:43:48.976465,Occasional Buyers,2024-07-15
user_140,partner_45,subscription,198.69,2024-04-01 12:43:48.976465,Occasional Buyers,2024-04-01
user_140,partner_45,subscription,198.69,2024-10-31 12:43:48.976465,Occasional Buyers,2024-10-31
user_140,partner_45,subscription,198.69,2025-01-07 12:43:48.976465,Occasional Buyers,2025-01-07
user_140,partner_45,subscription,198.69,2024-07-14 12:43:48.976465,Occasional Buyers,2024-07-14
user_344,partner_18,purchase,879.47,2024-01-16 12:43:48.976465,High Spenders,2024-01-16
user_280,partner_6,subscription,79.5,2024-12-10 12:43:48.976465,Occasional Buyers,2024-12-10
user_280,partner_6,subscription,79.5,2024-02-19 12:43:48.976465,Occasional Buyers,2024-02-19
user_280,partner_6,subscription,79.5,2024-07-31 12:43:48.976465,Occasional Buyers,2024-07-31
user_280,partner_6,subscription,79.5,2024-09-22 12:43:48.976465,Occasional Buyers,2024-09-22
user_280,partner_6,subscription,79.5,2024-11-26 12:43:48.976465,Occasional Buyers,2024-11-26
user_280,partner_6,subscription,79.5,2024-12-27 12:43:48.976465,Occasional Buyers,2024-12-27
user_469,partner_3,purchase,78.18,2025-01-02 12:43:48.976465,Occasional Buyers,2025-01-02
user_469,partner_3,purchase,78.18,2024-11-03 12:43:48.976465,Occasional Buyers,2024-11-03
user_469,partner_3,purchase,78.18,2024-01-27 12:43:48.976465,Occasional Buyers,2024-01-27
user_469,partner_3,purchase,78.18,2024-03-18 12:43:48.976465,Occasional Buyers,2024-03-18
user_370,partner_10,refund,661.15,2024-09-17 12:43:48.976465,High Spenders,2024-09-17
user_370,partner_10,refund,661.15,2024-11-14 12:43:48.976465,High Spenders,2024-11-14
user_456,partner_8,purchase,629.85,2024-01-19 12:43:48.976465,High Spenders,2024-01-19
user_456,partner_8,purchase,629.85,2024-06-04 12:43:48.976465,High Spenders,2024-06-04
user_456,partner_8,purchase,629.85,2024-12-10 12:43:48.976465,High Spenders,2024-12-10
user_80,partner_40,purchase,194.94,2024-05-09 12:43:48.976465,Occasional Buyers,2024-05-09
user_80,partner_40,purchase,194.94,2024-07-28 12:43:48.976465,Occasional Buyers,2024-07-28
user_80,partner_40,purchase,194.94,2024-10-24 12:43:48.976465,Occasional Buyers,2024-10-24
user_80,partner_40,purchase,194.94,2024-01-17 12:43:48.976465,Occasional Buyers,2024-01-17
user_87,partner_2,refund,157.07,2024-12-19 12:43:48.976465,Occasional Buyers,2024-12-19
user_87,partner_2,refund,157.07,2024-10-19 12:43:48.976465,Occasional Buyers,2024-10-19
user_87,partner_2,refund,157.07,2025-01-01 12:43:48.976465,Occasional Buyers,2025-01-01
user_387,partner_8,refund,657.89,2024-03-11 12:43:48.976465,High Spenders,2024-03-11
user_387,partner_8,refund,657.89,2024-06-16 12:43:48.976465,High Spenders,2024-06-16
user_387,partner_8,refund,657.89,2024-07-31 12:43:48.976465,High Spenders,2024-07-31
user_422,partner_26,subscription,102.0,2024-07-20 12:43:48.976465,Occasional Buyers,2024-07-20
user_422,partner_26,subscription,102.0,2024-09-27 12:43:48.976465,Occasional Buyers,2024-09-27
user_422,partner_26,subscription,102.0,2024-07-16 12:43:48.976465,Occasional Buyers,2024-07-16
user_422,partner_26,subscription,102.0,2024-09-11 12:43:48.976465,Occasional Buyers,2024-09-11
user_422,partner_26,subscription,102.0,2024-08-09 12:43:48.976465,Occasional Buyers,2024-08-09
user_495,partner_5,subscription,50.87,2024-02-16 12:43:48.976465,Occasional Buyers,2024-02-16
user_495,partner_5,subscription,50.87,2024-02-11 12:43:48.976465,Occasional Buyers,2024-02-11
user_495,partner_5,subscription,50.87,2024-03-19 12:43:48.976465,Occasional Buyers,2024-03-19
user_495,partner_5,subscription,50.87,2025-01-08 12:43:48.976465,Occasional Buyers,2025-01-08
user_495,partner_5,subscription,50.87,2024-11-15 12:43:48.976465,Occasional Buyers,2024-11-15
user_495,partner_5,subscription,50.87,2024-09-21 12:43:48.976465,Occasional Buyers,2024-09-21
user_281,partner_10,subscription,147.91,2024-12-01 12:43:48.976465,Occasional Buyers,2024-12-01
user_281,partner_10,subscription,147.91,2024-02-27 12:43:48.976465,Occasional Buyers,2024-02-27
user_281,partner_10,subscription,147.91,2024-07-22 12:43:48.976465,Occasional Buyers,2024-07-22
user_281,partner_10,subscription,147.91,2024-04-18 12:43:48.976465,Occasional Buyers,2024-04-18
user_331,partner_3,purchase,120.53,2025-01-02 12:43:48.976465,Occasional Buyers,2025-01-02
user_331,partner_3,purchase,120.53,2024-06-12 12:43:48.976465,Occasional Buyers,2024-06-12
user_331,partner_3,purchase,120.53,2024-08-25 12:43:48.976465,Occasional Buyers,2024-08-25
user_331,partner_3,purchase,120.53,2024-06-27 12:43:48.976465,Occasional Buyers,2024-06-27
user_331,partner_3,purchase,120.53,2024-04-22 12:43:48.976465,Occasional Buyers,2024-04-22
user_331,partner_3,purchase,120.53,2024-12-21 12:43:48.976465,Occasional Buyers,2024-12-21
user_175,partner_30,purchase,146.69,2024-10-10 12:43:48.976465,Occasional Buyers,2024-10-10
user_175,partner_30,purchase,146.69,2024-04-03 12:43:48.976465,Occasional Buyers,2024-04-03
user_175,partner_30,purchase,146.69,2024-11-05 12:43:48.976465,Occasional Buyers,2024-11-05
user_175,partner_30,purchase,146.69,2024-05-24 12:43:48.976465,Occasional Buyers,2024-05-24
user_16,partner_11,subscription,175.21,2024-07-24 12:43:48.976465,Occasional Buyers,2024-07-24
user_16,partner_11,subscription,175.21,2024-05-16 12:43:48.976465,Occasional Buyers,2024-05-16
user_16,partner_11,subscription,175.21,2024-05-07 12:43:48.976465,Occasional Buyers,2024-05-07
user_16,partner_11,subscription,175.21,2024-07-20 12:43:48.976465,Occasional Buyers,2024-07-20
user_329,partner_14,refund,136.57,2024-03-27 12:43:48.976465,Occasional Buyers,2024-03-27
user_329,partner_14,refund,136.57,2024-03-24 12:43:48.976465,Occasional Buyers,2024-03-24
user_329,partner_14,refund,136.57,2024-10-07 12:43:48.976465,Occasional Buyers,2024-10-07
user_329,partner_14,refund,136.57,2024-01-25 12:43:48.976465,Occasional Buyers,2024-01-25
user_81,partner_18,purchase,28.66,2024-08-16 12:43:48.976465,Budget-Conscious,2024-08-16
user_81,partner_18,purchase,28.66,2024-01-22 12:43:48.976465,Budget-Conscious,2024-01-22
user_81,partner_18,purchase,28.66,2024-05-20 12:43:48.976465,Budget-Conscious,2024-05-20
user_81,partner_18,purchase,28.66,2024-03-11 12:43:48.976465,Budget-Conscious,2024-03-11
user_81,partner_18,purchase,28.66,2024-06-02 12:43:48.976465,Budget-Conscious,2024-06-02
user_81,partner_18,purchase,28.66,2024-04-05 12:43:48.976465,Budget-Conscious,2024-04-05
user_427,partner_3,subscription,917.67,2024-03-01 12:43:48.976465,High Spenders,2024-03-01
user_212,partner_27,purchase,42.16,2024-07-08 12:43:48.976465,Budget-Conscious,2024-07-08
user_212,partner_27,purchase,42.16,2024-11-18 12:43:48.976465,Budget-Conscious,2024-11-18
user_212,partner_27,purchase,42.16,2024-04-25 12:43:48.976465,Budget-Conscious,2024-04-25
user_212,partner_27,purchase,42.16,2024-04-15 12:43:48.977462,Budget-Conscious,2024-04-15
user_212,partner_27,purchase,42.16,2024-04-20 12:43:48.977462,Budget-Conscious,2024-04-20
user_212,partner_27,purchase,42.16,2024-03-27 12:43:48.977462,Budget-Conscious,2024-03-27
user_446,partner_6,refund,55.01,2024-02-12 12:43:48.977462,Occasional Buyers,2024-02-12
user_446,partner_6,refund,55.01,2024-08-14 12:43:48.977462,Occasional Buyers,2024-08-14
user_446,partner_6,refund,55.01,2024-05-09 12:43:48.977462,Occasional Buyers,2024-05-09
user_446,partner_6,refund,55.01,2024-02-18 12:43:48.977462,Occasional Buyers,2024-02-18
user_446,partner_6,refund,55.01,2024-07-04 12:43:48.977462,Occasional Buyers,2024-07-04
user_446,partner_6,refund,55.01,2024-03-12 12:43:48.977462,Occasional Buyers,2024-03-12
user_344,partner_34,purchase,39.96,2024-04-20 12:43:48.977462,Budget-Conscious,2024-04-20
user_344,partner_34,purchase,39.96,2024-12-10 12:43:48.977462,Budget-Conscious,2024-12-10
user_344,partner_34,purchase,39.96,2024-06-02 12:43:48.977462,Budget-Conscious,2024-06-02
user_344,partner_34,purchase,39.96,2024-02-24 12:43:48.977462,Budget-Conscious,2024-02-24
user_344,partner_34,purchase,39.96,2024-06-06 12:43:48.977462,Budget-Conscious,2024-06-06
user_344,partner_34,purchase,39.96,2024-04-17 12:43:48.977462,Budget-Conscious,2024-04-17
user_356,partner_23,subscription,724.51,2024-07-29 12:43:48.977462,High Spenders,2024-07-29
user_356,partner_23,subscription,724.51,2024-08-30 12:43:48.977462,High Spenders,2024-08-30
user_356,partner_23,subscription,724.51,2024-07-13 12:43:48.977462,High Spenders,2024-07-13
user_113,partner_45,subscription,21.5,2024-05-30 12:43:48.977462,Budget-Conscious,2024-05-30
user_113,partner_45,subscription,21.5,2024-05-30 12:43:48.977462,Budget-Conscious,2024-05-30
user_113,partner_45,subscription,21.5,2024-08-31 12:43:48.977462,Budget-Conscious,2024-08-31
user_113,partner_45,subscription,21.5,2024-05-18 12:43:48.977462,Budget-Conscious,2024-05-18
user_113,partner_45,subscription,21.5,2024-03-23 12:43:48.977462,Budget-Conscious,2024-03-23
user_321,partner_41,purchase,90.43,2024-03-24 12:43:48.977462,Occasional Buyers,2024-03-24
user_321,partner_41,purchase,90.43,2024-10-28 12:43:48.977462,Occasional Buyers,2024-10-28
user_321,partner_41,purchase,90.43,2024-06-05 12:43:48.977462,Occasional Buyers,2024-06-05
user_321,partner_41,purchase,90.43,2024-06-26 12:43:48.977462,Occasional Buyers,2024-06-26
user_488,partner_41,subscription,923.27,2024-10-31 12:43:48.977462,High Spenders,2024-10-31
user_488,partner_41,subscription,923.27,2024-05-06 12:43:48.977462,High Spenders,2024-05-06
user_488,partner_41,subscription,923.27,2024-10-02 12:43:48.977462,High Spenders,2024-10-02
user_434,partner_29,refund,943.14,2024-09-01 12:43:48.977462,High Spenders,2024-09-01
user_216,partner_2,subscription,196.04,2024-03-22 12:43:48.977462,Occasional Buyers,2024-03-22
user_216,partner_2,subscription,196.04,2024-11-10 12:43:48.977462,Occasional Buyers,2024-11-10
user_216,partner_2,subscription,196.04,2024-07-28 12:43:48.977462,Occasional Buyers,2024-07-28
user_216,partner_2,subscription,196.04,2024-08-27 12:43:48.977462,Occasional Buyers,2024-08-27
user_487,partner_37,refund,109.6,2024-03-13 12:43:48.977462,Occasional Buyers,2024-03-13
user_487,partner_37,refund,109.6,2024-12-07 12:43:48.977462,Occasional Buyers,2024-12-07
user_487,partner_37,refund,109.6,2024-08-16 12:43:48.977462,Occasional Buyers,2024-08-16
user_487,partner_37,refund,109.6,2024-06-29 12:43:48.977462,Occasional Buyers,2024-06-29
user_487,partner_37,refund,109.6,2024-05-17 12:43:48.977462,Occasional Buyers,2024-05-17
user_96,partner_27,purchase,153.18,2024-08-30 12:43:48.977462,Occasional Buyers,2024-08-30
user_96,partner_27,purchase,153.18,2024-10-26 12:43:48.977462,Occasional Buyers,2024-10-26
user_96,partner_27,purchase,153.18,2024-04-13 12:43:48.977462,Occasional Buyers,2024-04-13
user_465,partner_16,subscription,500.9,2024-10-15 12:43:48.977462,High Spenders,2024-10-15
user_465,partner_16,subscription,500.9,2024-11-14 12:43:48.977462,High Spenders,2024-11-14
user_266,partner_23,purchase,112.94,2024-08-03 12:43:48.977462,Occasional Buyers,2024-08-03
user_266,partner_23,purchase,112.94,2024-08-18 12:43:48.977462,Occasional Buyers,2024-08-18
user_266,partner_23,purchase,112.94,2024-02-23 12:43:48.977462,Occasional Buyers,2024-02-23
user_266,partner_23,purchase,112.94,2024-12-18 12:43:48.977462,Occasional Buyers,2024-12-18
user_266,partner_23,purchase,112.94,2024-10-19 12:43:48.977462,Occasional Buyers,2024-10-19
user_266,partner_23,purchase,112.94,2024-11-18 12:43:48.977462,Occasional Buyers,2024-11-18
user_266,partner_23,purchase,112.94,2024-02-22 12:43:48.977462,Occasional Buyers,2024-02-22
user_468,partner_3,refund,72.77,2024-07-17 12:43:48.977462,Occasional Buyers,2024-07-17
user_468,partner_3,refund,72.77,2024-12-02 12:43:48.977462,Occasional Buyers,2024-12-02
user_468,partner_3,refund,72.77,2024-03-28 12:43:48.977462,Occasional Buyers,2024-03-28
user_120,partner_39,subscription,28.26,2024-12-24 12:43:48.977462,Budget-Conscious,2024-12-24
user_120,partner_39,subscription,28.26,2024-04-30 12:43:48.977462,Budget-Conscious,2024-04-30
user_120,partner_39,subscription,28.26,2024-02-27 12:43:48.977462,Budget-Conscious,2024-02-27
user_120,partner_39,subscription,28.26,2024-07-13 12:43:48.977462,Budget-Conscious,2024-07-13
user_120,partner_39,subscription,28.26,2024-05-18 12:43:48.977462,Budget-Conscious,2024-05-18
user_120,partner_39,subscription,28.26,2024-10-20 12:43:48.977462,Budget-Conscious,2024-10-20
user_120,partner_39,subscription,28.26,2024-02-03 12:43:48.977462,Budget-Conscious,2024-02-03
user_120,partner_39,subscription,28.26,2025-01-03 12:43:48.977462,Budget-Conscious,2025-01-03
user_120,partner_39,subscription,28.26,2024-05-15 12:43:48.977462,Budget-Conscious,2024-05-15
user_439,partner_19,purchase,38.53,2024-10-13 12:43:48.977462,Budget-Conscious,2024-10-13
user_439,partner_19,purchase,38.53,2024-07-08 12:43:48.977462,Budget-Conscious,2024-07-08
user_439,partner_19,purchase,38.53,2024-05-27 12:43:48.977462,Budget-Conscious,2024-05-27
user_439,partner_19,purchase,38.53,2024-11-09 12:43:48.977462,Budget-Conscious,2024-11-09
user_439,partner_19,purchase,38.53,2024-04-05 12:43:48.977462,Budget-Conscious,2024-04-05
user_439,partner_19,purchase,38.53,2024-01-29 12:43:48.977462,Budget-Conscious,2024-01-29
user_439,partner_19,purchase,38.53,2024-11-01 12:43:48.977462,Budget-Conscious,2024-11-01
user_439,partner_19,purchase,38.53,2024-10-09 12:43:48.977462,Budget-Conscious,2024-10-09
user_439,partner_19,purchase,38.53,2024-02-23 12:43:48.977462,Budget-Conscious,2024-02-23
user_455,partner_25,subscription,189.98,2024-11-30 12:43:48.977462,Occasional Buyers,2024-11-30
user_455,partner_25,subscription,189.98,2024-07-11 12:43:48.977462,Occasional Buyers,2024-07-11
user_455,partner_25,subscription,189.98,2024-05-24 12:43:48.977462,Occasional Buyers,2024-05-24
user_455,partner_25,subscription,189.98,2024-10-18 12:43:48.977462,Occasional Buyers,2024-10-18
user_455,partner_25,subscription,189.98,2024-04-27 12:43:48.977462,Occasional Buyers,2024-04-27
user_455,partner_25,subscription,189.98,2024-06-15 12:43:48.977462,Occasional Buyers,2024-06-15
user_455,partner_25,subscription,189.98,2024-05-10 12:43:48.977462,Occasional Buyers,2024-05-10
user_112,partner_6,refund,74.02,2024-05-04 12:43:48.977462,Occasional Buyers,2024-05-04
user_112,partner_6,refund,74.02,2024-09-17 12:43:48.977462,Occasional Buyers,2024-09-17
user_112,partner_6,refund,74.02,2024-08-21 12:43:48.977462,Occasional Buyers,2024-08-21
user_112,partner_6,refund,74.02,2024-04-25 12:43:48.977462,Occasional Buyers,2024-04-25
user_112,partner_6,refund,74.02,2024-06-06 12:43:48.977462,Occasional Buyers,2024-06-06
user_112,partner_6,refund,74.02,2024-12-21 12:43:48.977462,Occasional Buyers,2024-12-21
user_185,partner_10,subscription,27.73,2024-01-21 12:43:48.977462,Budget-Conscious,2024-01-21
user_185,partner_10,subscription,27.73,2024-12-01 12:43:48.977462,Budget-Conscious,2024-12-01
user_185,partner_10,subscription,27.73,2024-11-02 12:43:48.977462,Budget-Conscious,2024-11-02
user_185,partner_10,subscription,27.73,2024-07-30 12:43:48.977462,Budget-Conscious,2024-07-30
user_185,partner_10,subscription,27.73,2024-03-04 12:43:48.977462,Budget-Conscious,2024-03-04
user_185,partner_10,subscription,27.73,2024-05-20 12:43:48.977462,Budget-Conscious,2024-05-20
user_185,partner_10,subscription,27.73,2024-08-08 12:43:48.977462,Budget-Conscious,2024-08-08
user_185,partner_10,subscription,27.73,2024-06-18 12:43:48.977462,Budget-Conscious,2024-06-18
user_185,partner_10,subscription,27.73,2024-08-08 12:43:48.977462,Budget-Conscious,2024-08-08
user_185,partner_10,subscription,27.73,2024-10-03 12:43:48.977462,Budget-Conscious,2024-10-03
user_326,partner_1,purchase,153.17,2024-09-14 12:43:48.977462,Occasional Buyers,2024-09-14
user_326,partner_1,purchase,153.17,2024-11-28 12:43:48.977462,Occasional Buyers,2024-11-28
user_326,partner_1,purchase,153.17,2024-10-19 12:43:48.977462,Occasional Buyers,2024-10-19
user_326,partner_1,purchase,153.17,2024-10-14 12:43:48.977462,Occasional Buyers,2024-10-14
user_326,partner_1,purchase,153.17,2024-12-25 12:43:48.977462,Occasional Buyers,2024-12-25
user_405,partner_43,purchase,114.45,2024-02-15 12:43:48.977462,Occasional Buyers,2024-02-15
user_405,partner_43,purchase,114.45,2024-01-26 12:43:48.977462,Occasional Buyers,2024-01-26
user_405,partner_43,purchase,114.45,2024-10-20 12:43:48.977462,Occasional Buyers,2024-10-20
user_405,partner_43,purchase,114.45,2024-06-29 12:43:48.977462,Occasional Buyers,2024-06-29
user_405,partner_43,purchase,114.45,2024-05-09 12:43:48.977462,Occasional Buyers,2024-05-09
user_130,partner_9,refund,69.54,2024-02-29 12:43:48.977462,Occasional Buyers,2024-02-29
user_130,partner_9,refund,69.54,2024-03-21 12:43:48.977462,Occasional Buyers,2024-03-21
user_130,partner_9,refund,69.54,2024-07-12 12:43:48.977462,Occasional Buyers,2024-07-12
user_435,partner_23,purchase,92.99,2024-01-18 12:43:48.977462,Occasional Buyers,2024-01-18
user_435,partner_23,purchase,92.99,2024-04-01 12:43:48.977462,Occasional Buyers,2024-04-01
user_435,partner_23,purchase,92.99,2024-08-29 12:43:48.977462,Occasional Buyers,2024-08-29
user_435,partner_23,purchase,92.99,2024-08-21 12:43:48.977462,Occasional Buyers,2024-08-21
user_61,partner_34,refund,506.39,2024-11-17 12:43:48.977462,High Spenders,2024-11-17
user_359,partner_32,subscription,195.24,2024-09-18 12:43:48.977462,Occasional Buyers,2024-09-18
user_359,partner_32,subscription,195.24,2024-06-07 12:43:48.977462,Occasional Buyers,2024-06-07
user_359,partner_32,subscription,195.24,2024-06-04 12:43:48.977462,Occasional Buyers,2024-06-04
user_359,partner_32,subscription,195.24,2024-09-19 12:43:48.977462,Occasional Buyers,2024-09-19
user_359,partner_32,subscription,195.24,2024-07-15 12:43:48.977462,Occasional Buyers,2024-07-15
user_359,partner_32,subscription,195.24,2024-03-08 12:43:48.977462,Occasional Buyers,2024-03-08
user_64,partner_9,refund,90.41,2024-05-12 12:43:48.977462,Occasional Buyers,2024-05-12
user_64,partner_9,refund,90.41,2024-10-08 12:43:48.977462,Occasional Buyers,2024-10-08
user_64,partner_9,refund,90.41,2024-01-16 12:43:48.977462,Occasional Buyers,2024-01-16
user_64,partner_9,refund,90.41,2024-07-09 12:43:48.977462,Occasional Buyers,2024-07-09
user_64,partner_9,refund,90.41,2024-11-03 12:43:48.977462,Occasional Buyers,2024-11-03
user_64,partner_9,refund,90.41,2024-05-01 12:43:48.977462,Occasional Buyers,2024-05-01
user_64,partner_9,refund,90.41,2024-05-08 12:43:48.977462,Occasional Buyers,2024-05-08
user_337,partner_40,subscription,836.52,2024-04-20 12:43:48.977462,High Spenders,2024-04-20
user_337,partner_40,subscription,836.52,2024-06-06 12:43:48.977462,High Spenders,2024-06-06
user_337,partner_40,subscription,836.52,2024-04-26 12:43:48.977462,High Spenders,2024-04-26
user_128,partner_37,purchase,185.6,2024-12-25 12:43:48.977462,Occasional Buyers,2024-12-25
user_128,partner_37,purchase,185.6,2024-07-22 12:43:48.977462,Occasional Buyers,2024-07-22
user_128,partner_37,purchase,185.6,2024-08-19 12:43:48.977462,Occasional Buyers,2024-08-19
user_128,partner_37,purchase,185.6,2024-08-14 12:43:48.977462,Occasional Buyers,2024-08-14
user_128,partner_37,purchase,185.6,2024-05-10 12:43:48.977462,Occasional Buyers,2024-05-10
user_128,partner_37,purchase,185.6,2024-07-07 12:43:48.977462,Occasional Buyers,2024-07-07
user_128,partner_37,purchase,185.6,2024-06-25 12:43:48.977462,Occasional Buyers,2024-06-25
user_262,partner_5,purchase,10.26,2024-07-09 12:43:48.977462,Budget-Conscious,2024-07-09
user_262,partner_5,purchase,10.26,2024-11-27 12:43:48.977462,Budget-Conscious,2024-11-27
user_262,partner_5,purchase,10.26,2024-07-08 12:43:48.977462,Budget-Conscious,2024-07-08
user_262,partner_5,purchase,10.26,2024-04-17 12:43:48.977462,Budget-Conscious,2024-04-17
user_262,partner_5,purchase,10.26,2025-01-10 12:43:48.977462,Budget-Conscious,2025-01-10
user_262,partner_5,purchase,10.26,2024-11-05 12:43:48.977462,Budget-Conscious,2024-11-05
user_262,partner_5,purchase,10.26,2024-07-03 12:43:48.977462,Budget-Conscious,2024-07-03
